CMDLINE python3 src/optimize.py word2doc train --path data/squad/dev-v1.1 --bin-id 2
MEM 0.285156 1524509457.1823
MEM 11.050781 1524509457.2852
MEM 18.078125 1524509457.3880
MEM 26.128906 1524509457.4899
MEM 31.855469 1524509457.5902
MEM 33.472656 1524509457.6904
