CMDLINE python src/optimize.py word2doc train --path data/squad/dev-v1.1 --bin-id 2
MEM 0.265625 1524509290.8502
MEM 11.183594 1524509290.9544
MEM 18.601562 1524509291.0583
MEM 26.312500 1524509291.1625
MEM 32.003906 1524509291.2672
MEM 33.671875 1524509291.3722
